Record,Sale_amount,Sale_date,Beds,Baths,Sqft_home,Sqft_lot,Build_year,Town,University
4137,260000,42527,3,2,1556,23958,1978,"Eugene, OR",University of Oregon
4138,235000,42531,3,3,1166,871,1978,"Eugene, OR",University of Oregon
4139,185000,42545,3,2,1024,10800,1976,"Eugene, OR",University of Oregon
4140,235000,42546,5,3,1832,8690,1977,"Eugene, OR",University of Oregon
4141,264000,42550,4,3,1976,7405,1977,"Eugene, OR",University of Oregon
4142,190000,42523,3,2,1184,7405,1978,"Eugene, OR",University of Oregon
4143,185000,42529,3,2,1229,8712,1976,"Eugene, OR",University of Oregon
4144,220000,42513,3,2,1266,6969,1978,"Eugene, OR",University of Oregon
4145,172000,42531,3,2,1284,8276,1977,"Eugene, OR",University of Oregon
4146,375000,42513,3,2.5,1983,10019,1981,"Eugene, OR",University of Oregon
4147,439000,42516,4,3,1566,9900,1980,"Eugene, OR",University of Oregon
4148,295000,42510,3,2,1780,12632.4,1979,"Eugene, OR",University of Oregon
4149,303500,42531,3,2,1412,7128,1978,"Eugene, OR",University of Oregon
4150,499900,42528,4,4,2756,11761.2,1987,"Eugene, OR",University of Oregon
4151,270750,42517,3,2,1352,8100,1985,"Eugene, OR",University of Oregon
4152,250900,42528,3,2,1344,7400,1979,"Eugene, OR",University of Oregon
4153,693900,42534,3,3,3625,10454,1980,"Eugene, OR",University of Oregon
4154,179000,42510,3,2,1020,7840,1978,"Eugene, OR",University of Oregon
4155,220000,42559,3,2,1504,7840,1992,"Eugene, OR",University of Oregon
4156,198000,42521,3,1,1053,6000,1982,"Eugene, OR",University of Oregon
4157,230000,42517,3,2,1464,7600,1978,"Eugene, OR",University of Oregon
4158,157000,42542,3,2,1225,9600,1979,"Eugene, OR",University of Oregon
4159,278000,42538,3,2.5,1974,9525,1980,"Eugene, OR",University of Oregon
4160,275000,42528,3,2.5,1804,10019,1978,"Eugene, OR",University of Oregon
4161,192500,42514,3,2,1252,6534,1980,"Eugene, OR",University of Oregon
4162,192000,42545,4,2,1500,10000,1978,"Eugene, OR",University of Oregon
4163,257500,42541,3,2,1746,8704,1990,"Eugene, OR",University of Oregon
4164,255000,42529,3,2.5,1622,6000,1978,"Eugene, OR",University of Oregon
4165,257000,42521,3,2,1658,7405,1990,"Eugene, OR",University of Oregon
4166,159139,42513,4,2,1792,6000,1983,"Eugene, OR",University of Oregon
4167,325999,42538,4,2.5,1552,5227,1993,"Eugene, OR",University of Oregon
4168,183000,42517,3,2,1248,6400,1990,"Eugene, OR",University of Oregon
4169,205000,42551,3,2,1260,7840,1979,"Eugene, OR",University of Oregon
4170,180000,42524,3,1.1,1176,6098,1985,"Eugene, OR",University of Oregon
4171,230900,42513,3,2,1591,6700,1992,"Eugene, OR",University of Oregon
4172,220000,42549,3,2,1142,6098,1989,"Eugene, OR",University of Oregon
4173,217000,42534,3,2,1300,5600,1997,"Eugene, OR",University of Oregon
4174,232900,42534,3,2,1610,6500,1996,"Eugene, OR",University of Oregon
4175,295000,42524,3,2,1623,7400,1987,"Eugene, OR",University of Oregon
4176,310500,42548,4,3,2133,7405,1986,"Eugene, OR",University of Oregon
4177,196000,42529,3,2,1160,3920,1980,"Eugene, OR",University of Oregon
4178,173400,42545,3,3,1875,8712,1979,"Eugene, OR",University of Oregon
4179,315000,42538,3,3,1997,8712,1990,"Eugene, OR",University of Oregon
4180,350000,42531,3,2,1936,7405,1989,"Eugene, OR",University of Oregon
4181,250000,42534,4,2,1704,6500,2001,"Eugene, OR",University of Oregon
4182,190100,42524,3,1,1184,7350,1910,"Eugene, OR",University of Oregon
4183,114700,42543,3,2,1100,6000,1996,"Eugene, OR",University of Oregon
4184,348000,42528,4,2.5,1922,6970,1991,"Eugene, OR",University of Oregon
4185,267000,42537,3,2,1901,6000,1990,"Eugene, OR",University of Oregon
4186,240000,42559,3,3,1476,6534,1993,"Eugene, OR",University of Oregon
4187,203000,42516,3,3.5,1596,7020,1990,"Eugene, OR",University of Oregon
4188,465000,42541,4,2,2693,12196.8,1924,"Eugene, OR",University of Oregon
4189,271000,42549,3,3,1864,3484,1989,"Eugene, OR",University of Oregon
4190,285000,42514,3,3,1899,6970,1989,"Eugene, OR",University of Oregon
4191,369900,42545,2,2.1,2176,7840,1981,"Eugene, OR",University of Oregon
4192,102000,42524,2,2,960,871,1980,"Eugene, OR",University of Oregon
4193,264000,42536,2,1.5,1107,4356,1981,"Eugene, OR",University of Oregon
4194,250000,42530,3,2,1848,6000,1994,"Eugene, OR",University of Oregon
4195,329900,42527,3,2.5,2134,8900,1992,"Eugene, OR",University of Oregon
4196,236000,42537,3,2,1212,5662,1994,"Eugene, OR",University of Oregon
4197,281300,42551,3,2,1904,6480,1993,"Eugene, OR",University of Oregon
4198,197000,42549,3,2,960,6534,1981,"Eugene, OR",University of Oregon
4199,324900,42545,4,2.5,2124,6098,1994,"Eugene, OR",University of Oregon
4200,229900,42517,3,2,1228,6300,1993,"Eugene, OR",University of Oregon
4201,275000,42527,3,2,1384,6969,1988,"Eugene, OR",University of Oregon
4202,277000,42556,3,2,1423,6534,1991,"Eugene, OR",University of Oregon
4203,379000,42524,4,4,2341,8712,1990,"Eugene, OR",University of Oregon
4204,213000,42534,2,1,1306,9147,1948,"Eugene, OR",University of Oregon
4205,659000,42538,3,3,2764,16552.8,1992,"Eugene, OR",University of Oregon
4206,469000,42536,4,3,2277,217800,1987,"Eugene, OR",University of Oregon
4207,380000,42517,3,2.1,2100,4356,1990,"Eugene, OR",University of Oregon
4208,400500,42517,3,3,2450,4356,1990,"Eugene, OR",University of Oregon
4209,555000,42541,4,4,2891,14810.4,1988,"Eugene, OR",University of Oregon
4210,149000,42543,2,1,1294,13068,1939,"Eugene, OR",University of Oregon
4211,363000,42553,3,2.5,2370,5227,1992,"Eugene, OR",University of Oregon
4212,210000,42556,3,2,1630,7841,1947,"Eugene, OR",University of Oregon
4213,482500,42515,4,4,2649,10018,1993,"Eugene, OR",University of Oregon
4214,518000,42531,3,2.1,2830,10018,1995,"Eugene, OR",University of Oregon
4215,432500,42515,3,2,3540,7405,1993,"Eugene, OR",University of Oregon
4216,490000,42530,4,3,3722,11325.6,1995,"Eugene, OR",University of Oregon
4217,340000,42523,3,2,1628,6098,1993,"Eugene, OR",University of Oregon
4218,266700,42531,3,2,1677,9583,1994,"Eugene, OR",University of Oregon
4219,319900,42551,3,2,1838,7405,1993,"Eugene, OR",University of Oregon
4220,340000,42523,3,2,1745,7841,1994,"Eugene, OR",University of Oregon
4221,381000,42515,4,3,2736,13939.2,1996,"Eugene, OR",University of Oregon
4222,255000,42535,2,2,1596,8276,1996,"Eugene, OR",University of Oregon
4223,205000,42516,3,2,1702,6534,1994,"Eugene, OR",University of Oregon
4224,270000,42545,3,2.1,1856,8712,1995,"Eugene, OR",University of Oregon
4225,229900,42517,3,3,1678,4356,1999,"Eugene, OR",University of Oregon
4226,253500,42552,3,2,1481,9147,1997,"Eugene, OR",University of Oregon
4227,274500,42551,3,2,1684,9147,1995,"Eugene, OR",University of Oregon
4228,296000,42521,4,3,2436,7840,1995,"Eugene, OR",University of Oregon
4230,264521,42552,3,2,1635,7405,1996,"Eugene, OR",University of Oregon
4231,590000,42550,4,4,3294,16552.8,2000,"Eugene, OR",University of Oregon
4232,190000,42510,3,2,1378,6969,1997,"Eugene, OR",University of Oregon
4233,180000,42551,3,2,1428,5662,1997,"Eugene, OR",University of Oregon
4234,750000,42531,3,4,4176,28314,2003,"Eugene, OR",University of Oregon
4235,428500,42523,4,2,2220,7195,2000,"Eugene, OR",University of Oregon
4237,548050,42537,4,3.5,3042,11761.2,2000,"Eugene, OR",University of Oregon
4238,260000,42551,2,2,1359,3049,2001,"Eugene, OR",University of Oregon
4239,225000,42521,3,2,1337,5663,1998,"Eugene, OR",University of Oregon
4240,245000,42522,3,2,1322,6534,1999,"Eugene, OR",University of Oregon
4241,387000,42510,3,2,2050,8276,1999,"Eugene, OR",University of Oregon
4242,282000,42545,4,2.5,2003,9147,1970,"Eugene, OR",University of Oregon
4243,214900,42524,3,2,1233,6534,2001,"Eugene, OR",University of Oregon
4244,220000,42528,3,2,1451,7405,2001,"Eugene, OR",University of Oregon
4245,464400,42545,3,2.1,2786,11761.2,2000,"Eugene, OR",University of Oregon
4246,550000,42509,4,3,3314,14810.4,1999,"Eugene, OR",University of Oregon
4247,455000,42516,3,3,2607,11761.2,2000,"Eugene, OR",University of Oregon
4248,280000,42527,4,3,2077,7841,1999,"Eugene, OR",University of Oregon
4249,190050,42517,3,3,1972,5227,2000,"Eugene, OR",University of Oregon
4250,205000,42522,3,3,1344,4792,2000,"Eugene, OR",University of Oregon
4251,312000,42544,3,3,2416,10018,2000,"Eugene, OR",University of Oregon
4252,222400,42521,3,2.5,1488,3485,2003,"Eugene, OR",University of Oregon
4253,250000,42522,4,2,1583,6098,2002,"Eugene, OR",University of Oregon
4254,307000,42545,3,3,1897,7375,2001,"Eugene, OR",University of Oregon
4255,247000,42562,3,3,1448,5227,2000,"Eugene, OR",University of Oregon
4256,157000,42551,4,2,1287,11325.6,1946,"Eugene, OR",University of Oregon
4257,360000,42536,4,2.1,2722,5662,2001,"Eugene, OR",University of Oregon
4258,270000,42551,4,3,1972,5662,2002,"Eugene, OR",University of Oregon
4259,495000,42538,3,2.5,2598,9583,2004,"Eugene, OR",University of Oregon
4260,177500,42542,3,2,1300,11761.2,2002,"Eugene, OR",University of Oregon
4261,720000,42557,3,4,3237,6970,2002,"Eugene, OR",University of Oregon
4262,184000,42517,2,1,1054,2614,2002,"Eugene, OR",University of Oregon
4263,215000,42510,3,2,2054,6098,2002,"Eugene, OR",University of Oregon
4264,294000,42559,4,2,1772,8276,2002,"Eugene, OR",University of Oregon
4265,225000,42551,3,2,1239,6534,2002,"Eugene, OR",University of Oregon
4266,295000,42542,2,2,1734,3484,2003,"Eugene, OR",University of Oregon
4267,260000,42531,3,2,1500,6534,2004,"Eugene, OR",University of Oregon
4268,319000,42510,4,3,3000,11761.2,1948,"Eugene, OR",University of Oregon
4269,215000,42551,3,2,1383,8276,1978,"Eugene, OR",University of Oregon
4270,284000,42515,4,3,1937,5227,2007,"Eugene, OR",University of Oregon
4271,496000,42541,3,2.5,2752,5662,2005,"Eugene, OR",University of Oregon
4272,277000,42550,3,3,2149,3049,1970,"Eugene, OR",University of Oregon
4273,115000,42537,2,1,1508,6534,1946,"Eugene, OR",University of Oregon
4274,520500,42537,3,2.5,3346,7841,2007,"Eugene, OR",University of Oregon
4275,335000,42534,3,2,1917,10890,2006,"Eugene, OR",University of Oregon
4276,1050000,42550,4,4,4257,32670,2004,"Eugene, OR",University of Oregon
4277,550000,42515,4,3.1,3014,9583,2005,"Eugene, OR",University of Oregon
4278,180000,42522,2,1,786,4356,1999,"Eugene, OR",University of Oregon
4279,252500,42528,4,2,1556,6534,2005,"Eugene, OR",University of Oregon
4280,459000,42517,3,2.5,2250,10018,2006,"Eugene, OR",University of Oregon
4281,329000,42516,3,3,2096,7405,2005,"Eugene, OR",University of Oregon
4282,267000,42517,3,2,1859,6534,2005,"Eugene, OR",University of Oregon
4283,545000,42543,5,3,3110,16117.2,1900,"Eugene, OR",University of Oregon
4284,285000,42517,4,3,2250,5227,2006,"Eugene, OR",University of Oregon
4285,270000,42524,3,2,2078,5663,2006,"Eugene, OR",University of Oregon
4286,330000,42524,4,3,2173,6534,2006,"Eugene, OR",University of Oregon
4287,258000,42522,4,3,2243,4356,2006,"Eugene, OR",University of Oregon
4288,270000,42510,3,2,1851,6534,2006,"Eugene, OR",University of Oregon
4289,325000,42545,3,3,2923,5663,2006,"Eugene, OR",University of Oregon
4290,334500,42514,3,3,2426,6534,2006,"Eugene, OR",University of Oregon
4291,280000,42548,3,2.5,2224,4356,2006,"Eugene, OR",University of Oregon
4292,291000,42521,3,3,1917,6098,2006,"Eugene, OR",University of Oregon
4293,460000,42545,4,2.5,1389,10019,2006,"Eugene, OR",University of Oregon
4294,475000,42536,3,3,2247,8712,2007,"Eugene, OR",University of Oregon
4295,363500,42527,3,3,2276,6640,2007,"Eugene, OR",University of Oregon
4296,535000,42521,3,3,2646,4356,2007,"Eugene, OR",University of Oregon
4297,346000,42541,3,3,1900,6534,1901,"Eugene, OR",University of Oregon
4298,305000,42543,3,1,1632,2178,1914,"Eugene, OR",University of Oregon
4299,572000,42517,3,4,3535,10890,2007,"Eugene, OR",University of Oregon
4300,275000,42529,3,1.5,2055,4792,2007,"Eugene, OR",University of Oregon
4301,350000,42551,2,4,1856,4644,2007,"Eugene, OR",University of Oregon
4302,359000,42538,3,2.5,2178,6098,2007,"Eugene, OR",University of Oregon
4303,405000,42513,4,4,3628,8276,2007,"Eugene, OR",University of Oregon
4304,259900,42522,4,2.5,1949,4792,2007,"Eugene, OR",University of Oregon
4305,139655,42517,3,1,1186,4791,2008,"Eugene, OR",University of Oregon
4306,370000,42564,3,2,2741,7840,2008,"Eugene, OR",University of Oregon
4307,435000,42545,3,2.1,2278,6969,2012,"Eugene, OR",University of Oregon
4308,470000,42516,3,2.5,2302,10018,2015,"Eugene, OR",University of Oregon
4309,374500,42510,4,2.5,1975,6098,2009,"Eugene, OR",University of Oregon
4310,420000,42541,3,2,2267,7405,2011,"Eugene, OR",University of Oregon
4311,259000,42517,3,2,1514,3484,2013,"Eugene, OR",University of Oregon
4312,292000,42509,3,3,1815,6098,2009,"Eugene, OR",University of Oregon
4313,172900,42541,2,1,985,3920,2009,"Eugene, OR",University of Oregon
4314,435000,42523,5,3,2441,6970,2011,"Eugene, OR",University of Oregon
4315,864900,42544,4,3.5,4385,60548.4,2016,"Eugene, OR",University of Oregon
4316,341000,42513,4,3,2130,5227,2010,"Eugene, OR",University of Oregon
4317,249000,42510,4,3,1976,3049,2009,"Eugene, OR",University of Oregon
4318,649000,42537,4,3,3518,10890,2013,"Eugene, OR",University of Oregon
4319,235000,42559,3,2,1408,4791,2012,"Eugene, OR",University of Oregon
4320,183200,42517,3,2,1260,4791,2009,"Eugene, OR",University of Oregon
4321,252000,42530,4,2.1,1917,3920,2010,"Eugene, OR",University of Oregon
4322,350000,42510,3,2.5,1250,4356,2009,"Eugene, OR",University of Oregon
4323,380900,42517,3,2,1863,4791,2010,"Eugene, OR",University of Oregon
4324,173000,42522,2,1,1783,8712,1953,"Eugene, OR",University of Oregon
4325,504900,42521,4,3,2577,4792,2015,"Eugene, OR",University of Oregon
4326,414925,42538,5,3,2550,5663,2016,"Eugene, OR",University of Oregon
4327,306500,42528,3,1.5,1300,204296.4,1963,"Eugene, OR",University of Oregon
4328,274500,42551,3,2,1684,5227,1995,"Eugene, OR",University of Oregon
7043,164000,42545,3,2,1636,16988.4,1920,"Lincoln, NE",University of Nebraska Lincoln
7044,139000,42552,2,2,1075,5670,1941,"Lincoln, NE",University of Nebraska Lincoln
7045,126250,42542,3,2,1369,6795,1938,"Lincoln, NE",University of Nebraska Lincoln
7046,129000,42521,2,2,816,6969,1945,"Lincoln, NE",University of Nebraska Lincoln
7047,155000,42527,3,2,1177,13068,1957,"Lincoln, NE",University of Nebraska Lincoln
7048,111000,42536,2,1,720,6098,1952,"Lincoln, NE",University of Nebraska Lincoln
7049,325000,42534,3,2.25,1591,290545.2,1967,"Lincoln, NE",University of Nebraska Lincoln
7050,149500,42548,3,2,1020,8712,1973,"Lincoln, NE",University of Nebraska Lincoln
7051,114000,42536,3,1.5,1120,5227,1974,"Lincoln, NE",University of Nebraska Lincoln
7052,156000,42544,3,2,1019,8712,1974,"Lincoln, NE",University of Nebraska Lincoln
7053,675000,42538,4,5,5496,48351.6,1984,"Lincoln, NE",University of Nebraska Lincoln
7054,370000,42545,4,2,2356,6098,1965,"Lincoln, NE",University of Nebraska Lincoln
7055,270000,42566,2,2,1317,5227,1966,"Lincoln, NE",University of Nebraska Lincoln
7056,103500,42558,2,2,912,6098,1977,"Lincoln, NE",University of Nebraska Lincoln
7057,145000,42524,3,2,1076,10019,1990,"Lincoln, NE",University of Nebraska Lincoln
7058,310000,42535,3,2,1685,7841,1968,"Lincoln, NE",University of Nebraska Lincoln
7060,125000,42524,4,2,1600,6970,1915,"Lincoln, NE",University of Nebraska Lincoln
7061,77000,42552,2,1.5,780,6534,1910,"Lincoln, NE",University of Nebraska Lincoln
7062,36000,42535,2,1,888,3049,1915,"Lincoln, NE",University of Nebraska Lincoln
7063,78000,42529,3,1,1096,3049,1905,"Lincoln, NE",University of Nebraska Lincoln
7064,114900,42551,3,1,1542,2178,1900,"Lincoln, NE",University of Nebraska Lincoln
7065,50000,42521,4,1,1483,3485,1905,"Lincoln, NE",University of Nebraska Lincoln
7066,99000,42523,2,2,1056,3571,1900,"Lincoln, NE",University of Nebraska Lincoln
7067,105000,42522,3,2,1316,12632.4,1920,"Lincoln, NE",University of Nebraska Lincoln
7068,119000,42524,3,2,962,13503.6,1994,"Lincoln, NE",University of Nebraska Lincoln
7069,140000,42529,3,2,1710,10454,1981,"Lincoln, NE",University of Nebraska Lincoln
7070,129000,42529,3,2,768,6098,1977,"Lincoln, NE",University of Nebraska Lincoln
7071,49000,42523,3,1,912,6098,1976,"Lincoln, NE",University of Nebraska Lincoln
7072,103000,42522,3,1,912,6098,1976,"Lincoln, NE",University of Nebraska Lincoln
7073,119000,42523,2,2,850,10149,1958,"Lincoln, NE",University of Nebraska Lincoln
7075,93000,42563,2,1,1120,4792,1918,"Lincoln, NE",University of Nebraska Lincoln
7076,78000,42529,3,1,1020,10633,1900,"Lincoln, NE",University of Nebraska Lincoln
7077,106000,42517,3,2,720,6969,1951,"Lincoln, NE",University of Nebraska Lincoln
7078,90000,42523,3,2,1016,3049,1920,"Lincoln, NE",University of Nebraska Lincoln
7079,113000,42527,2,1,1088,5227,1928,"Lincoln, NE",University of Nebraska Lincoln
7080,125000,42529,3,2,1452,7405,1952,"Lincoln, NE",University of Nebraska Lincoln
7081,69000,42523,4,1,1631,6762,1920,"Lincoln, NE",University of Nebraska Lincoln
7082,169000,42529,3,2,1800,6970,1910,"Lincoln, NE",University of Nebraska Lincoln
7083,167000,42524,4,2,2054,6098,1930,"Lincoln, NE",University of Nebraska Lincoln
7084,117000,42548,3,1,1464,12196.8,1900,"Lincoln, NE",University of Nebraska Lincoln
7085,160000,42531,3,2,1644,6098,1920,"Lincoln, NE",University of Nebraska Lincoln
7086,210000,42521,4,1.5,1904,8712,1915,"Lincoln, NE",University of Nebraska Lincoln
7087,215000,42523,4,3,1878,13503.6,1910,"Lincoln, NE",University of Nebraska Lincoln
7088,135000,42529,3,1,1200,3485,1928,"Lincoln, NE",University of Nebraska Lincoln
7089,170000,42559,3,2,1360,5451,1927,"Lincoln, NE",University of Nebraska Lincoln
7090,176000,42527,3,2,1480,6534,1930,"Lincoln, NE",University of Nebraska Lincoln
7091,92500,42535,2,1,966,3049,1900,"Lincoln, NE",University of Nebraska Lincoln
7092,220000,42551,3,2.5,2215,6534,1924,"Lincoln, NE",University of Nebraska Lincoln
7093,125000,42538,2,1,1107,6534,1980,"Lincoln, NE",University of Nebraska Lincoln
7094,179900,42548,3,3,1431,7841,1995,"Lincoln, NE",University of Nebraska Lincoln
7095,160000,42524,3,3,1164,8276,1996,"Lincoln, NE",University of Nebraska Lincoln
7096,157000,42528,3,2,1080,8276,1979,"Lincoln, NE",University of Nebraska Lincoln
7097,140000,42524,3,2,1078,6098,1980,"Lincoln, NE",University of Nebraska Lincoln
7098,150000,42531,3,2,1223,6098,1993,"Lincoln, NE",University of Nebraska Lincoln
7099,140000,42537,3,1.75,1040,21344.4,1979,"Lincoln, NE",University of Nebraska Lincoln
7100,163000,42537,3,2,1730,8712,1979,"Lincoln, NE",University of Nebraska Lincoln
7101,136000,42521,3,3,1072,6534,1978,"Lincoln, NE",University of Nebraska Lincoln
7102,152000,42536,3,2.5,1452,8276,1985,"Lincoln, NE",University of Nebraska Lincoln
7103,153000,42516,4,2,912,9147,1994,"Lincoln, NE",University of Nebraska Lincoln
7104,168000,42534,3,3,1228,6970,1992,"Lincoln, NE",University of Nebraska Lincoln
7105,205000,42530,3,2.25,1702,6534,1992,"Lincoln, NE",University of Nebraska Lincoln
7106,175000,42536,3,2.25,1259,7840,1996,"Lincoln, NE",University of Nebraska Lincoln
7107,218000,42527,3,4,2128,9147,1993,"Lincoln, NE",University of Nebraska Lincoln
7108,210000,42522,3,4,2434,6098,1998,"Lincoln, NE",University of Nebraska Lincoln
7109,75000,42534,2,1,1025,10018,1955,"Lincoln, NE",University of Nebraska Lincoln
7110,89900,42566,2,1,975,7405,1955,"Lincoln, NE",University of Nebraska Lincoln
7111,133000,42550,4,2,988,5227,1995,"Lincoln, NE",University of Nebraska Lincoln
7112,182000,42530,3,3,1808,9148,1996,"Lincoln, NE",University of Nebraska Lincoln
7113,136500,42545,4,2,816,6002,2004,"Lincoln, NE",University of Nebraska Lincoln
7114,138500,42550,3,2,1028,8276,1979,"Lincoln, NE",University of Nebraska Lincoln
7115,140000,42536,3,1,1076,6098,1989,"Lincoln, NE",University of Nebraska Lincoln
7116,145000,42545,3,3,1036,6970,1977,"Lincoln, NE",University of Nebraska Lincoln
7117,121000,42527,3,1.75,872,7840,1980,"Lincoln, NE",University of Nebraska Lincoln
7118,149000,42528,4,1.75,1026,7840,1962,"Lincoln, NE",University of Nebraska Lincoln
7119,64000,42523,2,2,736,7405,1956,"Lincoln, NE",University of Nebraska Lincoln
7120,138000,42544,3,1,962,7405,1958,"Lincoln, NE",University of Nebraska Lincoln
7121,115000,42534,4,2,962,6970,1953,"Lincoln, NE",University of Nebraska Lincoln
7122,154500,42524,4,2,973,9272,1980,"Lincoln, NE",University of Nebraska Lincoln
7123,152000,42538,3,2,1234,16117.2,1991,"Lincoln, NE",University of Nebraska Lincoln
7124,137500,42530,2,1.5,1000,9148,1977,"Lincoln, NE",University of Nebraska Lincoln
7125,112000,42538,3,1.75,775,7840,1959,"Lincoln, NE",University of Nebraska Lincoln
7126,145000,42528,2,2,914,9148,1992,"Lincoln, NE",University of Nebraska Lincoln
7127,152000,42522,3,2,1025,5663,1993,"Lincoln, NE",University of Nebraska Lincoln
7128,145000,42552,3,3,1160,10019,1993,"Lincoln, NE",University of Nebraska Lincoln
7129,150000,42529,3,2,1144,6098,1997,"Lincoln, NE",University of Nebraska Lincoln
7130,117000,42559,3,2,816,7187,1980,"Lincoln, NE",University of Nebraska Lincoln
7131,126000,42517,3,2,962,8276,1997,"Lincoln, NE",University of Nebraska Lincoln
7132,149000,42563,3,2,1126,7200,1998,"Lincoln, NE",University of Nebraska Lincoln
7133,149000,42516,3,2.5,1232,8276,1996,"Lincoln, NE",University of Nebraska Lincoln
7134,147000,42516,3,2,1236,8712,1993,"Lincoln, NE",University of Nebraska Lincoln
7135,110000,42527,3,1,956,6970,1991,"Lincoln, NE",University of Nebraska Lincoln
7136,165000,42524,3,3,1225,6098,1995,"Lincoln, NE",University of Nebraska Lincoln
7137,186000,42529,3,2,1526,9148,1978,"Lincoln, NE",University of Nebraska Lincoln
7138,192000,42524,4,3,1472,10018,1988,"Lincoln, NE",University of Nebraska Lincoln
7139,152000,42521,3,2,1200,10018,1988,"Lincoln, NE",University of Nebraska Lincoln
7140,185000,42538,3,1.5,1336,23086.8,1960,"Lincoln, NE",University of Nebraska Lincoln
7141,118000,42524,2,1,900,7840,1950,"Lincoln, NE",University of Nebraska Lincoln
7142,140000,42528,3,2,1140,10890,1957,"Lincoln, NE",University of Nebraska Lincoln
7143,150000,42537,3,2,936,6534,1976,"Lincoln, NE",University of Nebraska Lincoln
7144,166000,42530,2,2,1083,6534,1977,"Lincoln, NE",University of Nebraska Lincoln
7145,204000,42521,4,3,1910,6098,1976,"Lincoln, NE",University of Nebraska Lincoln
7146,135000,42529,3,2,1094,6098,1978,"Lincoln, NE",University of Nebraska Lincoln
7147,150000,42545,3,2,910,6098,1976,"Lincoln, NE",University of Nebraska Lincoln
7148,145000,42517,3,2,910,6098,1975,"Lincoln, NE",University of Nebraska Lincoln
7149,150000,42522,3,2,1329,5980,1990,"Lincoln, NE",University of Nebraska Lincoln
7150,86000,42538,3,1.75,864,6969,1920,"Lincoln, NE",University of Nebraska Lincoln
7151,242000,42530,2,1.75,2596,12632.4,1963,"Lincoln, NE",University of Nebraska Lincoln
7152,141000,42523,3,2,1039,9583,1966,"Lincoln, NE",University of Nebraska Lincoln
7153,132000,42517,3,1.75,1025,10019,1962,"Lincoln, NE",University of Nebraska Lincoln
7154,197000,42517,3,2,1388,9148,1964,"Lincoln, NE",University of Nebraska Lincoln
7155,370000,42552,4,3,2860,22651.2,1928,"Lincoln, NE",University of Nebraska Lincoln
7156,155000,42534,3,2,1232,6011,1978,"Lincoln, NE",University of Nebraska Lincoln
7157,190000,42517,5,3,1675,10019,1974,"Lincoln, NE",University of Nebraska Lincoln
7158,205000,42526,3,3,1562,6534,1987,"Lincoln, NE",University of Nebraska Lincoln
7159,180000,42537,3,3,1244,8712,1992,"Lincoln, NE",University of Nebraska Lincoln
7160,195500,42550,4,3,1202,7405,1978,"Lincoln, NE",University of Nebraska Lincoln
7161,105000,42535,3,2,1164,8276,1979,"Lincoln, NE",University of Nebraska Lincoln
7162,171000,42535,2,1.75,1012,9147,1984,"Lincoln, NE",University of Nebraska Lincoln
7163,175000,42537,3,3,1146,9148,1983,"Lincoln, NE",University of Nebraska Lincoln
7164,152000,42521,2,2,1032,8276,1959,"Lincoln, NE",University of Nebraska Lincoln
7165,145000,42521,3,2,1468,7405,1954,"Lincoln, NE",University of Nebraska Lincoln
7166,159900,42531,3,3,1333,9583,1956,"Lincoln, NE",University of Nebraska Lincoln
7167,165000,42559,3,3,1247,6098,1994,"Lincoln, NE",University of Nebraska Lincoln
7168,115000,42521,3,2,816,10454,1950,"Lincoln, NE",University of Nebraska Lincoln
7169,169000,42530,3,3,1886,7840,1974,"Lincoln, NE",University of Nebraska Lincoln
7170,139900,42566,2,2,1059,8407,1965,"Lincoln, NE",University of Nebraska Lincoln
7171,196000,42535,4,3,1144,10454,1976,"Lincoln, NE",University of Nebraska Lincoln
7172,206000,42545,3,3,1482,7841,1985,"Lincoln, NE",University of Nebraska Lincoln
7173,181000,42535,3,2,1264,9384,1973,"Lincoln, NE",University of Nebraska Lincoln
7174,228000,42528,3,3,1247,9148,1980,"Lincoln, NE",University of Nebraska Lincoln
7175,243000,42536,3,3,2111,10454,1989,"Lincoln, NE",University of Nebraska Lincoln
7176,310000,42524,3,4,2361,9583,1992,"Lincoln, NE",University of Nebraska Lincoln
7177,318000,42556,4,3.75,2677,30056.4,1988,"Lincoln, NE",University of Nebraska Lincoln
7178,179000,42516,3,3,1152,9583,1992,"Lincoln, NE",University of Nebraska Lincoln
7179,166000,42521,3,2,1068,8276,1981,"Lincoln, NE",University of Nebraska Lincoln
7180,212000,42522,3,4,1858,11325.6,1985,"Lincoln, NE",University of Nebraska Lincoln
7181,215000,42523,3,3,1871,14810.4,1984,"Lincoln, NE",University of Nebraska Lincoln
7182,235000,42524,3,3.25,2267,11761.2,1988,"Lincoln, NE",University of Nebraska Lincoln
7183,255000,42563,3,3,1823,15681.6,1987,"Lincoln, NE",University of Nebraska Lincoln
7184,270000,42530,4,3,1704,10018,1988,"Lincoln, NE",University of Nebraska Lincoln
7185,249000,42534,4,2.25,2390,9148,1991,"Lincoln, NE",University of Nebraska Lincoln
7186,190000,42536,4,2,1305,6534,1992,"Lincoln, NE",University of Nebraska Lincoln
7187,260000,42529,2,3,1619,9148,1992,"Lincoln, NE",University of Nebraska Lincoln
7188,223000,42542,3,3,1907,6534,1993,"Lincoln, NE",University of Nebraska Lincoln
7189,233000,42516,3,3,1656,9148,1982,"Lincoln, NE",University of Nebraska Lincoln
7190,148000,42524,3,2,1328,6860,1981,"Lincoln, NE",University of Nebraska Lincoln
